Loan_ID,Borrower_Name,Loan_Amount,Interest_Rate,Loan_Term,Credit_Score,Employment_Status,Annual_Income,Property_Value,Loan_Purpose,Monthly_Payment,Loan_Status,Down_Payment,Property_Type,Loan_to_Value,Origination_Date,Approval_Date
2101,Christopher Oneill,355437,4,20,737,Self-Employed,94449,204492,Purchase,1253.44,Rejected,39144,Single-Family,75.5,17-03-2022,21-07-2023
2102,Christopher Sanchez,461295,4.24,30,608,Self-Employed,63897,436794,Refinance,2455.66,Pending,30231,Condo,94.31,27-06-2022,30-09-2023
2103,Hannah Newton,190813,4.99,20,641,Unemployed,99065,313723,Home Improvement,1644.44,Rejected,35623,Single-Family,70.27,04-06-2023,06-07-2023
2104,Blake Mccann,223824,4.85,30,683,Self-Employed,45295,289445,Refinance,2073.74,Pending,26643,Condo,88.08,28-02-2023,06-05-2023
2105,Debbie Jordan DVM,111957,3.1,20,610,Unemployed,77173,531673,Purchase,555.38,Approved,44359,Single-Family,71.34,04-01-2022,27-12-2022
2106,Alyssa Gregory,441501,4.87,20,778,Employed,40642,541095,Refinance,956.21,Approved,26497,Single-Family,77.57,29-01-2023,26-12-2022
2107,Monica Wood,116960,4.62,15,657,Employed,98326,668797,Home Improvement,2199.06,Pending,42908,Condo,85.26,12-02-2023,11-02-2023
2108,Alex Simpson,271161,3.22,30,665,Self-Employed,98727,557498,Purchase,2937.35,Rejected,49357,Townhouse,85.6,20-03-2023,02-01-2023
2109,Jonathan Adams,434771,4.86,15,605,Unemployed,35570,435702,Purchase,1675.41,Pending,17915,Condo,84.84,20-08-2023,15-05-2023
2110,Edward Johnson,483049,4.33,15,708,Employed,109833,514525,Purchase,600.36,Approved,36065,Townhouse,70.32,09-07-2023,27-06-2023
2111,Tiffany Jackson,233152,3.97,15,634,Self-Employed,46045,650699,Home Improvement,1141.45,Approved,17744,Townhouse,88.86,10-08-2022,16-03-2023
2112,Eric Phillips,242613,3.92,30,784,Self-Employed,96104,513369,Refinance,1200.65,Pending,39132,Townhouse,85.52,07-04-2022,19-10-2023
2113,Dorothy Webb,493796,4.63,20,773,Unemployed,69802,488991,Home Improvement,2371.99,Rejected,39192,Single-Family,88.82,23-09-2023,25-10-2023
2114,Jenna Hanson,437861,4.64,20,739,Self-Employed,87779,446588,Refinance,743.09,Rejected,40911,Townhouse,79.08,19-01-2023,06-11-2022
2115,Amy Davila,289259,4.98,30,627,Self-Employed,107629,437649,Purchase,1851.89,Rejected,24706,Condo,93.19,25-04-2023,08-07-2023
2116,Brandon Jones,462597,4.87,15,676,Unemployed,73040,729817,Home Improvement,1887.25,Pending,34517,Condo,91.71,27-05-2023,08-12-2022
2117,David Atkinson,402821,4.72,30,771,Self-Employed,62203,639524,Home Improvement,1127.16,Approved,13955,Single-Family,87.68,07-05-2022,03-05-2023
2118,John Dickson,186676,3.71,15,629,Employed,61910,775361,Purchase,2337.88,Approved,30360,Townhouse,81.21,11-10-2022,21-05-2023
2119,Chad Dennis,169287,4.73,30,749,Unemployed,98613,618630,Purchase,2150.27,Pending,26306,Condo,71.82,08-08-2023,26-05-2023
2120,Eric Caldwell,464005,4.64,15,754,Employed,80006,579778,Refinance,2505.14,Rejected,34393,Condo,73.77,02-06-2023,23-02-2023
2121,Joan Ellison,248312,3.01,20,668,Self-Employed,79189,234788,Purchase,784.15,Approved,35062,Townhouse,83.41,15-09-2022,08-03-2023
2122,Ashley Phillips,379154,3.91,15,757,Employed,64606,529310,Purchase,700.6,Rejected,45815,Condo,81.57,24-11-2021,10-05-2023
2123,Derek Colon,354045,4.1,20,612,Self-Employed,70987,728177,Purchase,2279.11,Approved,30707,Single-Family,79.22,30-11-2022,27-06-2023
2124,Kevin Neal,288681,3.87,20,734,Self-Employed,79254,651583,Home Improvement,1308.94,Approved,43131,Single-Family,83.16,18-04-2022,28-01-2023
2125,Micheal Pratt,499615,3.08,30,693,Unemployed,49609,390742,Refinance,871.99,Rejected,37306,Condo,83.36,18-08-2023,01-01-2023
2126,Ryan Cardenas,154065,4.86,20,661,Unemployed,62002,518703,Purchase,1262.5,Approved,44707,Condo,77.55,19-11-2021,26-04-2023
2127,Jessica Gardner,417548,4.8,30,687,Self-Employed,110654,313611,Home Improvement,2431.28,Pending,25458,Townhouse,75.27,16-03-2022,10-01-2023
2128,Daniel Guzman,464630,3.04,30,614,Employed,31269,680621,Purchase,1807.19,Pending,39581,Condo,87.54,22-11-2021,17-09-2023
2129,Michelle Lam,394101,4.24,20,726,Self-Employed,47540,354101,Home Improvement,2642.63,Pending,27388,Townhouse,70.7,20-03-2023,18-06-2023
2130,Douglas Holmes,377348,3.63,20,720,Employed,108969,127753,Refinance,1404.72,Rejected,33792,Single-Family,82.42,19-05-2022,24-06-2023
2131,Oscar Miller,430145,3.81,15,733,Employed,84947,262396,Refinance,2692.45,Approved,16461,Single-Family,74.8,16-12-2022,28-09-2023
2132,Sean Kim,313875,4.56,20,757,Self-Employed,92977,153181,Refinance,753.86,Approved,25566,Condo,82.67,25-11-2021,07-05-2023
2133,Paula Ryan,185711,3.71,30,652,Employed,87229,660496,Refinance,1366.72,Rejected,14357,Single-Family,83.54,22-05-2023,20-10-2023
2134,Elizabeth Williams,379343,4,30,623,Employed,62393,501230,Purchase,2078.12,Approved,18569,Townhouse,92.54,25-03-2022,23-07-2023
2135,Brandi Burke,324069,3.82,30,680,Self-Employed,117478,783217,Home Improvement,1521.91,Approved,34027,Single-Family,75.4,05-11-2022,17-12-2022
2136,David Navarro,219100,4.37,15,701,Unemployed,76754,215383,Purchase,1711.19,Rejected,11078,Condo,92.5,09-08-2022,17-02-2023
2137,Erica Monroe,331497,4.85,15,790,Self-Employed,48899,267316,Home Improvement,2240.79,Approved,38929,Single-Family,90.03,08-12-2022,06-02-2023
2138,Maria Dickerson,339110,4.17,30,614,Employed,30859,765331,Purchase,2392.23,Pending,21472,Single-Family,92.78,02-06-2022,09-01-2023
2139,Michele Hughes,222671,3.04,15,641,Unemployed,66580,164852,Purchase,679.88,Rejected,31609,Townhouse,79.45,25-08-2022,28-03-2023
2140,Cathy Adams,322217,4.66,30,642,Self-Employed,112222,787543,Refinance,2818.58,Pending,38362,Single-Family,79.07,16-02-2023,01-04-2023
2141,Vincent Jones,348183,4.97,20,655,Unemployed,36653,244995,Home Improvement,1855.55,Pending,16713,Condo,93.72,21-04-2022,10-08-2023
2142,Robin Green DDS,264691,3.05,30,715,Unemployed,108169,484551,Purchase,2074.18,Rejected,47619,Condo,87.29,08-02-2022,25-03-2023
2143,Alison Petty,103732,3.4,30,682,Unemployed,55272,446402,Refinance,526.92,Rejected,27194,Townhouse,78.02,23-09-2022,26-07-2023
2144,Lisa Odonnell,211935,4,30,800,Unemployed,42721,390317,Purchase,1264.36,Approved,38068,Townhouse,71.54,05-06-2023,06-03-2023
2145,Nicholas Smith,361320,3.07,30,676,Unemployed,96597,749171,Home Improvement,1198.6,Rejected,19866,Single-Family,93.42,19-09-2023,17-08-2023
2146,Melanie Dunn,212412,4.56,20,607,Employed,75226,120124,Refinance,2105.83,Approved,42932,Condo,81.17,28-08-2023,12-06-2023
2147,Joseph Phillips,191648,4.31,20,621,Employed,85390,541869,Home Improvement,733.38,Pending,14872,Single-Family,75.46,14-11-2021,03-10-2023
2148,Brian Conrad,145169,3.34,30,688,Employed,58051,789137,Purchase,1510.17,Approved,19606,Townhouse,73.89,05-08-2023,07-05-2023
2149,Jill Foley,469696,4.62,20,744,Self-Employed,111198,467224,Home Improvement,1193.84,Approved,45147,Townhouse,79.64,27-10-2022,05-02-2023
2150,Michael Garza,280513,3.88,30,610,Unemployed,54241,231522,Home Improvement,1753.6,Pending,42041,Condo,88.85,14-11-2022,01-05-2023
2151,Adam Garcia,469358,3.77,15,707,Unemployed,78520,436334,Refinance,830.24,Pending,49895,Single-Family,72.03,13-07-2023,19-11-2022
2152,Caitlin Martinez,321600,4.52,15,654,Self-Employed,57659,529979,Refinance,739.1,Rejected,24006,Single-Family,83.25,06-06-2023,05-03-2023
2153,Elizabeth Craig,374492,3.43,20,772,Employed,115051,706825,Refinance,1432.04,Approved,14627,Condo,75.56,03-10-2023,17-10-2023
2154,Mr. Douglas Gregory,444334,3.06,15,663,Unemployed,85956,237907,Purchase,2298.21,Approved,37517,Single-Family,70.4,10-11-2022,09-04-2023
2155,Traci Gordon,396462,4.93,20,614,Self-Employed,52348,303561,Home Improvement,1982.81,Rejected,41797,Single-Family,85.25,13-06-2022,17-12-2022
2156,Dustin Hart,387075,4.75,30,787,Unemployed,112404,786508,Refinance,715.05,Approved,18349,Single-Family,88.27,13-03-2022,10-08-2023
2157,Erin Murphy,434046,3.96,20,683,Unemployed,70781,284951,Refinance,1868.19,Rejected,13495,Single-Family,79.96,24-07-2022,02-03-2023
2158,Jessica Miles,496676,4.23,15,679,Employed,99194,465433,Purchase,1859.71,Pending,39121,Townhouse,84.41,22-11-2022,21-10-2023
2159,Roger Hudson,191066,3.25,20,684,Self-Employed,97360,476789,Purchase,2651.98,Pending,42683,Condo,71.75,15-10-2022,11-08-2023
2160,Jason Schaefer,383802,5,30,698,Employed,75289,551759,Purchase,610.1,Rejected,26184,Single-Family,78.84,28-06-2023,03-04-2023
2161,Randy English,319296,4.74,20,616,Employed,115444,501075,Refinance,1062.98,Rejected,45506,Single-Family,78.66,24-07-2022,15-10-2023
2162,Nathan Wong,262802,4,30,764,Unemployed,114489,438643,Refinance,1390.15,Rejected,30311,Condo,86.6,17-11-2022,02-03-2023
2163,Amy Moore,455283,4.85,15,779,Unemployed,41603,173225,Refinance,2389.02,Pending,13683,Condo,78.18,08-01-2023,30-01-2023
2164,Jason Rios,355438,3.59,20,603,Self-Employed,84596,211226,Purchase,2045.23,Rejected,42118,Condo,93.3,02-09-2022,03-09-2023
2165,James Gibbs,180198,3.52,15,638,Self-Employed,73080,199873,Purchase,1581.32,Pending,25927,Single-Family,85.02,27-05-2022,03-07-2023
2166,Tanner Mason,480597,4.67,15,747,Self-Employed,70871,577247,Refinance,2414.43,Pending,36768,Single-Family,82.3,11-04-2023,16-06-2023
2167,Pamela Marsh,278094,3.48,30,788,Employed,64320,265726,Purchase,1439.05,Rejected,17870,Townhouse,93.29,07-10-2022,07-08-2023
2168,Alexander Tran,151344,4.6,30,736,Self-Employed,77230,125859,Purchase,2556.1,Rejected,23133,Condo,83.18,17-11-2021,19-06-2023
2169,Julie Blanchard,272890,3.41,30,699,Self-Employed,46104,314302,Purchase,920.27,Pending,32317,Single-Family,84.11,27-12-2022,10-07-2023
2170,James Anderson,368288,3.57,30,713,Unemployed,41188,706166,Refinance,1285.55,Pending,35212,Condo,81.43,11-11-2022,30-01-2023
2171,Angela Davis,166856,3.18,20,725,Employed,40654,165981,Refinance,1343.03,Rejected,41654,Single-Family,70.37,08-04-2022,13-10-2023
2172,David Hunter,394618,4.53,20,748,Employed,59709,179868,Refinance,1107.45,Approved,13860,Townhouse,91.55,11-11-2021,13-12-2022
2173,Luis Tran,146453,3.3,30,653,Employed,74214,447240,Purchase,2729.05,Rejected,28855,Condo,84.94,24-12-2022,31-12-2022
2174,Tara Pace,105604,4.58,20,702,Employed,90481,411601,Home Improvement,2067.71,Rejected,45047,Single-Family,76.76,22-01-2022,14-03-2023
2175,Melissa Mack,239205,4.75,30,765,Self-Employed,98936,207155,Home Improvement,1744.45,Approved,38919,Single-Family,75.73,28-05-2023,28-09-2023
2176,Ellen Stevenson,402413,4.48,15,679,Employed,41230,555858,Purchase,1012.83,Pending,10746,Townhouse,90.89,17-02-2022,06-02-2023
2177,Ana Baker,457981,4.3,20,689,Employed,87343,751911,Home Improvement,617.01,Rejected,36676,Condo,77.95,10-08-2023,14-01-2023
2178,Alexa Baker,340143,4.87,30,697,Employed,113054,577456,Refinance,1087.66,Pending,34544,Condo,83.93,24-07-2022,24-04-2023
2179,Seth Ware MD,434015,3.25,30,756,Employed,30321,786978,Purchase,522.38,Pending,31078,Townhouse,90.05,26-09-2022,31-05-2023
2180,Ashley Cooper,398318,4.88,20,614,Employed,74813,339700,Purchase,1922.08,Rejected,13326,Condo,87.28,22-01-2022,02-06-2023
2181,Heather Johnson,161516,3.36,30,791,Employed,47281,450533,Refinance,826.06,Pending,17192,Townhouse,92.65,23-02-2022,06-09-2023
2182,Sandra Nelson,157407,3.32,15,769,Self-Employed,43047,478731,Refinance,1937.43,Pending,17306,Townhouse,92.64,23-10-2022,03-03-2023
2183,Christopher Jackson,314433,4.99,15,790,Employed,114681,207034,Purchase,1975.89,Approved,22278,Townhouse,76.19,31-12-2022,15-05-2023
2184,Lisa Kent,140990,3.94,15,757,Unemployed,106381,728496,Purchase,1073.19,Rejected,31782,Condo,85.95,06-11-2022,07-02-2023
2185,Jessica Taylor,137708,4.08,30,794,Unemployed,93945,597654,Home Improvement,1771.55,Approved,36635,Single-Family,76.21,22-03-2023,11-07-2023
2186,Ashley Hernandez,143010,4.65,20,709,Employed,90926,488324,Home Improvement,2987.81,Rejected,22991,Townhouse,82.51,13-05-2023,31-12-2022
2187,Charles Williams,326946,3.5,30,731,Unemployed,70231,206958,Purchase,2471.58,Approved,49240,Condo,93.98,02-05-2022,11-08-2023
2188,William Boyer,469785,4.52,30,687,Employed,99502,605254,Home Improvement,2735.18,Pending,17782,Condo,70.73,22-02-2022,21-08-2023
2189,Lisa Fleming,296554,4.44,15,706,Employed,50318,527605,Purchase,2172.03,Rejected,31865,Townhouse,77.64,22-11-2021,16-07-2023
2190,Patricia Bennett,402618,3.61,30,689,Unemployed,93782,439628,Purchase,1743.13,Rejected,17706,Townhouse,82.46,09-10-2022,22-10-2023
2191,James Miller,473533,3.13,20,633,Unemployed,46368,305140,Purchase,2932.56,Rejected,20626,Single-Family,83.57,21-03-2023,22-05-2023
2192,Philip Thomas,367414,3.25,15,798,Employed,72144,582000,Refinance,2429.05,Rejected,34662,Townhouse,85.69,08-10-2023,14-01-2023
2193,Stuart Vazquez,193462,3.91,15,725,Employed,81162,159248,Purchase,909.32,Pending,10783,Single-Family,93.52,17-08-2022,06-12-2022
2194,Benjamin Stephens,196229,4.19,20,762,Self-Employed,100138,241296,Home Improvement,760.77,Rejected,24470,Townhouse,90.3,16-07-2022,31-12-2022
2195,Kurt Mack,307880,3.23,20,734,Employed,100081,751322,Refinance,1221.06,Pending,17999,Single-Family,90,10-03-2022,03-03-2023
2196,Melissa Weaver,119971,4.98,15,661,Employed,107478,681318,Home Improvement,2775.44,Approved,33383,Townhouse,83.47,25-08-2023,11-09-2023
2197,Vanessa Hernandez,449523,4.42,20,678,Employed,35125,431128,Purchase,625.97,Rejected,32202,Single-Family,89.83,17-10-2023,29-10-2023
2198,Connie Rodriguez,362187,3.39,20,615,Self-Employed,41453,691631,Purchase,921.63,Pending,45960,Townhouse,87.05,26-03-2023,27-06-2023
2199,Joshua Washington,396680,4.62,30,664,Unemployed,52851,793175,Home Improvement,801.54,Pending,25500,Condo,88.26,24-05-2022,24-11-2022
2200,Kayla Baker,292163,4.39,20,783,Employed,116410,700621,Purchase,2863.71,Approved,25038,Townhouse,78.53,27-02-2023,18-06-2023
2201,Katherine Fischer,242720,4.39,20,683,Unemployed,82477,180932,Purchase,900.2,Approved,48957,Townhouse,82.69,19-08-2022,15-12-2022
2202,Ryan Mora,439080,4.66,20,632,Self-Employed,84350,579448,Refinance,1620.8,Pending,45320,Condo,78.56,03-04-2023,24-10-2023
2203,Brenda Potts,446414,3.89,15,634,Self-Employed,101496,371084,Refinance,1718.73,Pending,45318,Condo,82.07,11-06-2023,21-11-2022
2204,Kimberly Sandoval,405873,4.89,15,730,Self-Employed,112512,659654,Refinance,2164.78,Rejected,24010,Townhouse,89.48,01-11-2022,30-04-2023
2205,Mr. Nathaniel Harris,127766,4.72,15,792,Unemployed,57765,796995,Refinance,1298.46,Pending,49969,Townhouse,72.43,05-11-2022,26-11-2022
2206,Nicole King,125423,4.95,20,661,Employed,70679,726820,Home Improvement,888.29,Approved,44633,Condo,70.77,20-09-2022,19-01-2023
2207,Zachary Munoz,404158,4.68,30,707,Self-Employed,115911,538036,Refinance,1838.42,Approved,37640,Townhouse,85.72,27-11-2021,12-12-2022
2208,Justin Horton,213823,4.34,30,650,Self-Employed,70318,492193,Home Improvement,2645.04,Approved,42483,Single-Family,77.6,17-03-2023,28-04-2023
2209,Jason Price,414542,4.95,30,689,Self-Employed,42337,591431,Home Improvement,2699.08,Approved,16993,Townhouse,76.56,04-06-2023,12-06-2023
2210,Jamie White,238321,3.34,30,611,Employed,48563,504961,Purchase,1517.03,Approved,36025,Single-Family,80.32,11-09-2022,17-08-2023
2211,Eric Mccormick,179706,3.15,15,668,Unemployed,89869,586378,Purchase,592.89,Rejected,38042,Townhouse,92.8,16-08-2022,12-05-2023
2212,Jason Terry,127141,3.67,15,637,Unemployed,98798,578965,Home Improvement,1038.52,Approved,45908,Single-Family,72.47,02-03-2022,30-01-2023
2213,Kristen Bell,101771,4.86,15,780,Unemployed,39725,670265,Refinance,639.44,Rejected,47284,Single-Family,70.57,18-10-2023,05-06-2023
2214,Jonathan Hernandez,426715,3.45,15,678,Self-Employed,84564,366721,Home Improvement,2388.67,Pending,24648,Townhouse,74.58,18-11-2021,21-04-2023
2215,Ryan Taylor,297878,4.28,20,800,Employed,101199,655293,Purchase,2793.89,Approved,19122,Condo,70.22,18-02-2023,31-03-2023
2216,Christopher Miller,188055,3.82,15,767,Self-Employed,48093,648680,Home Improvement,1605.27,Pending,20248,Single-Family,72.9,13-10-2023,18-05-2023
2217,Eric Garcia,170225,3.69,20,731,Self-Employed,62350,386778,Home Improvement,1774.01,Pending,23275,Condo,72.74,24-10-2022,28-05-2023
2218,Deborah Austin,192327,3.56,30,626,Employed,112569,253491,Refinance,2399.7,Rejected,26753,Single-Family,75.41,26-06-2023,07-05-2023
2219,Kimberly Johnson,112586,3.77,20,646,Unemployed,37011,732765,Home Improvement,1356.44,Rejected,49166,Condo,87.72,18-09-2022,20-07-2023
2220,Lori Roth,238959,4.21,20,669,Unemployed,40167,644804,Refinance,1512.14,Rejected,40865,Single-Family,83.35,18-02-2022,23-06-2023
2221,Michelle Estrada,272900,4.19,15,702,Self-Employed,62622,688215,Home Improvement,780.31,Approved,39583,Single-Family,77.01,06-03-2022,20-07-2023
2222,Elizabeth Stanley,236151,4.17,30,691,Unemployed,33374,111655,Home Improvement,2146.9,Approved,24027,Townhouse,80.09,24-08-2023,11-06-2023
2223,James Chavez,113733,4.7,15,746,Unemployed,103211,287443,Purchase,543.59,Pending,22269,Condo,92.51,18-07-2022,19-10-2023
2224,Stephanie Sutton,193587,3.86,15,659,Unemployed,102848,492388,Refinance,1528.22,Pending,28089,Townhouse,72.4,07-04-2022,31-05-2023
2225,Tyler Walker,371440,3.3,20,728,Self-Employed,91965,108455,Home Improvement,1956.16,Pending,42105,Townhouse,77.47,28-05-2023,02-06-2023
2226,Jeffery Vaughan,473632,4.98,15,619,Unemployed,77548,149942,Refinance,531.04,Approved,35257,Single-Family,72.35,04-09-2023,12-02-2023
2227,Dr. James Duarte,410529,4.11,15,645,Unemployed,99565,252479,Refinance,2870.06,Pending,47128,Condo,84.02,14-09-2023,27-09-2023
2228,Gregory Phelps,390094,3.32,30,758,Self-Employed,115173,718214,Home Improvement,1901.16,Pending,34870,Single-Family,88.82,08-06-2022,16-11-2022
2229,Jaime Armstrong,215154,4.6,30,615,Self-Employed,98235,565962,Home Improvement,1006.59,Approved,41971,Townhouse,78.65,05-05-2023,16-06-2023
2230,Benjamin Cortez,257373,4.43,30,769,Employed,114017,411625,Refinance,1826.48,Rejected,45447,Single-Family,85.1,17-02-2022,15-09-2023
2231,Andrew Gonzalez,406163,4.56,30,635,Employed,81198,764849,Refinance,1413.27,Pending,14777,Townhouse,82.16,24-08-2023,24-04-2023
2232,Norma Jones,182122,4.53,15,614,Self-Employed,55320,706902,Purchase,2339.57,Approved,13620,Condo,73.17,05-08-2023,21-02-2023
2233,Savannah Barber,487594,3.89,30,658,Employed,78724,358072,Purchase,769.49,Rejected,11669,Single-Family,75.24,22-12-2021,18-09-2023
2234,Travis Bradley,439655,4.26,30,745,Unemployed,35724,262093,Home Improvement,2779.25,Rejected,14347,Single-Family,93.66,06-06-2022,18-03-2023
2235,Kathryn Spencer,410621,3.58,15,736,Employed,89367,575828,Purchase,1626.84,Rejected,11250,Townhouse,73.89,06-12-2021,25-12-2022
2236,Tracy Dawson,433308,4.95,15,684,Unemployed,36179,215653,Purchase,2618.24,Pending,10180,Condo,72.13,25-09-2023,23-09-2023
2237,Eric Allen,148608,4.45,15,779,Unemployed,56053,685578,Home Improvement,1029.95,Approved,11633,Townhouse,75.9,13-05-2023,06-03-2023
2238,Mrs. Sharon Kelly,157241,3.01,15,769,Unemployed,116216,427675,Home Improvement,2737.32,Approved,39439,Single-Family,79.8,07-07-2023,08-03-2023
2239,John Shaffer,342824,3.84,30,631,Self-Employed,98086,287139,Purchase,2262.23,Rejected,37401,Single-Family,84.81,26-09-2022,25-08-2023
2240,Danielle Bryant,138371,4.97,30,674,Unemployed,57649,717496,Purchase,601.19,Pending,22754,Townhouse,93.47,14-09-2022,05-09-2023
2241,Ricardo Gallegos,259201,4.76,30,751,Unemployed,85797,560582,Refinance,1543.59,Pending,15592,Condo,71.74,05-11-2021,24-03-2023
2242,Kenneth Reed,435435,3.19,30,674,Self-Employed,117271,519030,Home Improvement,1443.38,Pending,20382,Condo,91.87,25-08-2022,19-02-2023
2243,Tommy Reed,154313,4.4,30,622,Self-Employed,83805,652441,Home Improvement,2009.75,Rejected,20341,Single-Family,82.61,05-06-2023,22-08-2023
2244,Nicole Griffin,235265,4.74,30,702,Unemployed,88844,532309,Purchase,1963.49,Rejected,18324,Single-Family,73.01,23-05-2022,03-06-2023
2245,Elizabeth Johnson,469435,3.06,15,626,Self-Employed,98197,600761,Purchase,2328.4,Approved,40337,Townhouse,86.53,12-12-2021,02-08-2023
2246,Tiffany Austin,411165,4.28,30,691,Employed,113302,642054,Home Improvement,1839.13,Pending,46510,Townhouse,70.52,12-11-2022,19-02-2023
2247,James Mueller,398561,4.56,30,657,Unemployed,85503,567740,Refinance,1584.8,Rejected,27182,Single-Family,82.01,13-09-2023,26-04-2023
2248,Valerie Jackson,316390,4.45,20,606,Self-Employed,78006,161519,Home Improvement,625.44,Approved,48142,Townhouse,88.17,05-11-2021,11-05-2023
2249,Amanda Morris,449278,4.82,20,770,Unemployed,91260,415334,Home Improvement,593.12,Pending,41392,Single-Family,76.73,06-11-2022,21-09-2023
2250,Shannon Hughes,381002,4.86,15,764,Self-Employed,61398,780899,Purchase,1184.18,Approved,46258,Single-Family,93.09,21-04-2022,29-12-2022
2251,Thomas Schaefer,205089,4.74,15,772,Unemployed,111451,625778,Home Improvement,2555.72,Pending,40738,Townhouse,79.81,11-01-2022,09-07-2023
2252,Carrie Kelley,423799,4.4,30,785,Employed,76059,372099,Home Improvement,1805.79,Rejected,10456,Condo,84.19,29-03-2022,30-08-2023
2253,Thomas Mayer,377341,3.22,20,704,Unemployed,35151,604816,Purchase,2943.75,Pending,16099,Condo,70.21,16-01-2022,05-04-2023
2254,Morgan Browning,130877,3.23,15,629,Self-Employed,55157,296775,Home Improvement,1752.32,Pending,16248,Condo,90.67,13-10-2023,17-08-2023
2255,Calvin Marshall,410091,4.32,20,742,Unemployed,63859,406636,Refinance,1722.64,Pending,18808,Single-Family,78.95,03-04-2023,10-11-2022
2256,Shannon Haley,182162,4.23,15,617,Self-Employed,97385,495038,Purchase,2674.18,Pending,32193,Condo,88.55,02-12-2021,07-11-2022
2257,Robert Cunningham,146058,4.85,15,733,Unemployed,119192,667801,Home Improvement,1627.29,Approved,18997,Townhouse,86.44,16-03-2022,18-09-2023
2258,Elizabeth Hamilton,130798,4.26,15,603,Self-Employed,66363,493026,Home Improvement,1355.03,Approved,26148,Single-Family,87.68,14-07-2023,22-07-2023
2259,Amy Irwin,218285,3.47,20,672,Employed,35885,336768,Home Improvement,1600.69,Pending,42498,Single-Family,89.21,15-06-2023,29-06-2023
2260,Wayne Reynolds,284613,3.52,15,708,Unemployed,84262,138171,Refinance,1924.79,Approved,26623,Single-Family,83.89,21-03-2023,07-05-2023
2261,Gina Thompson,140883,3.64,30,623,Unemployed,47276,433997,Purchase,2576.68,Rejected,36375,Condo,88.44,25-02-2023,11-05-2023
2262,Whitney Steele,163386,4.84,20,741,Unemployed,41496,336588,Home Improvement,2859.78,Pending,43719,Townhouse,87.69,06-05-2023,29-05-2023
2263,Robin Jimenez,221375,4.96,20,641,Employed,39851,439813,Purchase,1071.41,Approved,11002,Single-Family,74.23,01-06-2022,08-02-2023
2264,Cathy Hill,448250,4.81,30,779,Self-Employed,110827,251316,Purchase,652.77,Approved,46236,Townhouse,94.86,28-05-2023,04-02-2023
2265,Gregory Wolf,371695,3.07,15,698,Employed,109289,576535,Refinance,1362.9,Rejected,38819,Townhouse,91.65,16-03-2023,29-10-2023
2266,Lauren Miller,207408,3.47,15,600,Employed,84382,608721,Home Improvement,627.1,Approved,19560,Townhouse,89.2,20-08-2022,22-06-2023
2267,Barbara Lyons,126526,4.43,30,612,Unemployed,85015,760545,Refinance,1442.78,Pending,49838,Condo,74.16,15-02-2022,04-02-2023
2268,Traci Hernandez,144093,4.75,20,622,Unemployed,82419,160267,Purchase,696.78,Approved,49076,Townhouse,87.73,11-10-2023,04-06-2023
2269,Courtney Hernandez,180547,3.27,20,634,Unemployed,88128,129429,Purchase,2007.43,Pending,39807,Single-Family,91.9,08-04-2022,22-11-2022
2270,Luis Roth,226334,4.35,30,767,Self-Employed,35307,761165,Home Improvement,1172.77,Approved,28897,Single-Family,89.68,04-06-2023,28-07-2023
2271,Tammy Garcia,143045,4.73,30,786,Unemployed,31833,780694,Refinance,2182.98,Approved,21521,Single-Family,90.66,18-01-2023,27-02-2023
2272,Tracey Martinez,412323,3.2,15,701,Employed,100944,219212,Home Improvement,1890.17,Rejected,46303,Townhouse,81.36,23-04-2022,04-05-2023
2273,Mary Walter,349108,3.09,30,679,Employed,81890,244948,Refinance,2963.72,Pending,36643,Condo,70.46,06-07-2023,26-08-2023
2274,Joshua Smith,219647,3.08,20,770,Self-Employed,88518,235314,Home Improvement,748.28,Rejected,46102,Townhouse,73.1,05-03-2022,09-11-2022
2275,Kenneth Peck,145571,4.68,20,603,Employed,49724,109309,Home Improvement,2053.36,Pending,44057,Condo,80.14,20-09-2023,18-03-2023
2276,Aaron Melton,409062,4.14,20,652,Self-Employed,60474,120187,Refinance,866.2,Rejected,14971,Single-Family,75.02,21-04-2023,30-09-2023
2277,Benjamin Snyder,111304,3.01,20,662,Self-Employed,119039,461985,Home Improvement,932.69,Approved,33396,Townhouse,91.18,09-04-2022,29-04-2023
2278,Raymond Kane,261869,4.36,20,797,Unemployed,61021,573953,Purchase,1826.35,Pending,25424,Condo,88.24,04-05-2023,18-12-2022
2279,Stephen Armstrong,439299,4.72,20,667,Unemployed,99936,154251,Refinance,1974.84,Rejected,28873,Townhouse,83.27,04-02-2023,06-01-2023
2280,Christopher Schultz,289613,4.87,30,617,Self-Employed,40832,783363,Home Improvement,538.05,Approved,42388,Condo,88.93,16-06-2023,16-07-2023
2281,Aaron Jones,191740,3.15,15,682,Employed,89501,649045,Purchase,689.65,Rejected,49669,Townhouse,79.44,16-10-2022,21-08-2023
2282,Kelly Chapman,155467,3.22,15,637,Self-Employed,47257,235085,Home Improvement,2298.23,Approved,25373,Townhouse,70.89,21-07-2023,26-09-2023
2283,Angel Stevens,239595,4.76,20,716,Employed,88851,500828,Purchase,1999.33,Approved,41102,Townhouse,84.82,07-05-2022,01-05-2023
2284,John Nguyen,470484,4.18,15,714,Unemployed,38984,740799,Purchase,1467.99,Pending,29403,Condo,83.87,28-08-2022,07-12-2022
